Instrument,Latitude,Longitude,ocean,year,month,Group_index,PFT,Selection,Min_size,Max_size,Average_size,Slope,Slope_sd,Total_abundance,Max_abundance,Intercept_ref,Intercept_ref_sd,Intercept,Intercept_sd,R2,Absolute_intercept,Date_bin,Month,Conductivity,Salinity,Oxygen,AOU,MLD,Phosphates,Silicates,Temperature,Nitrates,SLA,CHL,Iron,PAR,Aerosol_thickness,DUWT001,PSD_slope,Picophytoplankton,Nanophytoplankton,Microphytoplankton,FSLE,theta_max
Scanner,32.5,-121.5,North Pacific Ocean,2011,10.0,78,Crustaceans,"[False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",,,,,,,,,,,,,,2011-10,October,4.378424,33.37819,243.51483,-6.023533,33.218414,315.68515,1945.8071,17.77309,25.101397,0.09164375,0.24722917,3.492315e-05,30.663885,0.075946525,8.673181e-13,4.041146,0.5436555,0.3797782,0.07656627,-0.07502756,-16.261171
Scanner,32.5,-66.5,North Atlantic Ocean,2012,2.0,84,Crustaceans,"[False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False]",724.1443226318906,4599.565196841983,1018.8142701973804,-0.8363109452115228,0.0710419615548546,67.45893018232111,35.3995551642737,0.8602536532763204,0.0657890024775536,1.4469475148436874,0.3179509295779035,0.951917011190221,27.98643078874441,2012-02,February,4.99264,36.62019,227.07224,-1.2190456,213.22174,92.67895,890.4217,19.5092,602.6276,0.07776250000000001,0.14701305,0.0005319289,26.320984,0.10136875,2.6225085e-12,3.9409723,0.50076807,0.41284877,0.08638318,-0.08382852,-4.1671987
Scanner,34.5,-71.5,North Atlantic Ocean,2012,2.0,85,Crustaceans,"[False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False]",574.6651198741748,4599.565196841983,780.6526073749952,-1.000269540669963,0.0532959424391371,147.6297353532272,61.5670246421167,0.8503344736381779,0.0497790325532421,1.8533616216680464,0.2104153212517474,0.9777929388847598,71.34468448439672,2012-02,February,5.0148983,36.3643,225.88403,-3.5277538,184.56567,239.35146,1208.7169,19.6941,387.50534,-0.06685624999999999,0.14114179,0.00061994814,22.18836,0.12604932,4.765757e-12,3.946441,0.50260854,0.40972042,0.08767105,-0.117468216,17.975378
Scanner,34.5,13.5,Mediterranean Region,2011,11.0,80,Crustaceans,"[False, False, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",724.1443226318906,1450.068963877236,842.2700934608852,-1.634715802361894,0.2639711284505661,194.0941499092516,106.0834095229001,1.0110958433202153,0.1109184428748052,2.1578914606014443,0.4622066494700886,0.9504343879651288,143.84390369173755,2011-11,November,5.40226,37.902412,227.80963,0.74247926,46.900562,28.290672,2771.0815,21.363409,359.6915,0.015624999999999998,0.14751013,0.0015226337,22.644012,0.10953888,3.737514e-11,4.0769963,0.5663362,0.37079138,0.06287242,-0.050563086,17.246391
Scanner,34.5,15.5,Mediterranean Region,2009,11.0,20,Crustaceans,"[False, False, False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]",574.6651198741748,3650.3424496887937,774.3017871641192,-1.1963922887676286,0.0571811654518268,308.13028220715927,122.0260145412184,1.1047011676788636,0.0459407579782786,2.304391747603724,0.1606819543525898,0.9842613575160032,201.55415134545947,2009-11,November,5.4207845,38.08251,223.99559,-3.0839107,41.514034,21.433626,2004.1284,21.45221,211.53973,0.1244875,0.14596848,0.0011721569,24.167791,0.071415275,9.7195255e-12,4.546007,0.755692,0.22871773,0.015590292,-0.056345344,16.206
Scanner,35.5,-127.5,North Pacific Ocean,2011,10.0,79,Crustaceans,"[False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]",574.6651198741748,5791.372894228102,754.3097902312818,-1.2481117013678324,0.0729036755256247,290.52109304985726,123.9108014689031,0.945501260814839,0.0784987516192852,2.1970538367407144,0.2721871601432543,0.970208023925821,157.41779932632343,2011-10,October,4.3723464,33.03729,243.11491,-3.39931,34.585773,367.30014,903.0574,17.8429,14.843156,0.08876875000000001,0.16106416,4.1239527e-05,29.462374,0.09839583,2.3302272e-12,4.4594617,0.720289,0.2561459,0.02356512,-0.066192925,22.379745
Scanner,35.5,-36.5,North Atlantic Ocean,2012,3.0,86,Crustaceans,"[False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]",724.1443226318906,5791.372894228102,911.503498331428,-1.1082778613861732,0.0451861973712467,147.16261896588037,91.1780360630843,1.09614727130525,0.0489758423940553,1.8736329922673516,0.1764495138463946,0.9868759813115304,74.75375145770474,2012-03,March,4.765436,36.3475,239.04103,-4.6960044,145.37277,93.649086,1665.8838,17.563591,420.14606,-0.0486625,0.1816665,8.3824525e-05,32.67583,0.13269792,8.6064125e-12,4.1452255,0.59935784,0.3494532,0.05118894,-0.0571013,-14.348385
Scanner,35.5,14.5,Mediterranean Region,2009,11.0,21,Crustaceans,"[False, False, False, False, False, False, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False]",1827.9770239256288,3650.3424496887937,2098.468724195784,-1.0437113195177663,0.4689878327147678,7.7974156013886,5.7602314931661,1.0523785724531294,0.4746782103540047,0.5253974337502156,3.3618832515950183,0.7123398982858745,3.3527211471678786,2009-11,November,5.318501,37.92161,226.38043,-0.59858066,39.057945,21.887669,2586.4329,20.6651,161.87572,0.12701875,0.19088723,0.0029644468,23.528193,0.075064935,3.177503e-12,4.2782187,0.6543255,0.30825135,0.03742315,-0.057088863,20.542652
Scanner,36.5,-4.5,Mediterranean Region,2009,9.0,9,Crustaceans,"[False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",1147.0832576583095,1827.9770239256288,1339.090538165441,-1.0956388007892317,0.4317879806775035,5.4261454899571,2.7191437282071,0.3976629346372968,0.1380504378928916,0.5096553579375936,6.260855906741734,0.8655667078499694,3.2333696532810143,2009-09,September,,,,,,,,,,,,,35.558353,,4.3365745e-12,3.6798913,0.36868373,0.45396772,0.17734854,,
Scanner,36.5,-3.5,Mediterranean Region,2009,9.0,10,Crustaceans,"[False, False, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",724.1443226318906,1450.068963877236,893.3288397356728,-0.8813587128982584,0.1013163740873699,400.2982744450456,210.4475397663457,1.6785224950995523,0.0425722862854558,2.296818536371068,0.1666718710861144,0.9742513256652038,198.06992465245335,2009-09,September,,,,,,,,,,,,,31.808498,,5.8538495e-12,3.6572094,0.3559493,0.4751983,0.16885237,,
Scanner,36.5,14.5,Mediterranean Region,2009,10.0,14,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,2299.7825984209894,575.768661032641,-1.5252078701048744,0.0897477167937352,195.08361931491967,92.2379930333571,0.2367500543964001,0.0659082927747124,2.226089944345945,0.2292735356821433,0.9796478643359104,168.30225865470194,2009-10,October,5.49219,37.8368,213.50713,-2.166432,29.495209,43.95786,1427.3564,22.82211,387.79547,0.11760000000000001,0.4814552,,26.194757,0.069725,2.3636839e-11,4.2675757,0.6507681,0.3100936,0.0391383,-0.049185794,21.668161
Scanner,39.5,5.5,Mediterranean Region,2009,9.0,11,Crustaceans,"[False, False, False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",724.1443226318906,1450.068963877236,813.1161597222683,-1.5864455242743014,0.2410029780835683,612.5665530815496,439.32568132634543,1.487138346876875,0.1012674197141459,2.600071109663264,0.3502245129583095,0.955880742129211,398.1723603861363,2009-09,September,5.676875,37.58671,207.90303,-0.91792536,23.746029,135.89354,994.78625,24.29079,568.4034,0.139025,0.08818478,0.0017160263,40.07211,0.12391596,1.5438002e-11,4.624653,0.77950317,0.20831522,0.012181637,-0.070706405,29.45205
Scanner,39.5,7.5,Mediterranean Region,2021,6.0,243,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,2299.7825984209894,548.1718534028778,-1.3746563725508718,0.0642277673821329,147.09491305536727,93.1407140336837,0.1792863872097574,0.0471671330270903,1.9722608469473373,0.1851960416757612,0.9870712333248804,93.81252967131016,2021-06,June,5.290811,37.534588,229.70937,-2.2776642,12.295306,75.89024,757.11615,21.03901,0.0,0.09180625,0.10383674,0.0012261872,59.94405,0.08479444,2.0817556e-11,,,,,-0.07148645,14.109703
Scanner,39.5,8.5,Mediterranean Region,2019,6.0,197,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,2299.7825984209894,607.3303846391226,-0.893988960245356,0.1419342178645143,158.3147567190951,83.6880055179599,0.626944252266129,0.1042326459096865,1.7929806559914243,0.4501784818343259,0.8686300574653121,62.084138057809525,2019-06,June,,,,,,,,,,0.07141875,0.18381041,0.004959283,61.60263,0.08712283,1.2769294e-11,4.30815,0.6634863,0.29870844,0.037805222,-0.0525996,10.857008
Scanner,39.5,17.5,Mediterranean Region,2009,11.0,22,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,2299.7825984209894,622.6679697378324,-1.1611637305219653,0.1058879368668484,639.1247588983633,246.9797441459992,1.1078988610510343,0.07776123330658,2.6224132909635527,0.2296246866341358,0.9524761715953964,419.19229451889777,2009-11,November,,,,,,,,,,0.12280000000000002,0.5216086,0.003352072,16.80933,0.06938637,6.8233856e-12,3.7877717,0.42233947,0.45271796,0.12494257,-0.01962402,10.085464
Scanner,40.5,2.5,Mediterranean Region,2009,9.0,12,Crustaceans,"[False, False, False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]",724.1443226318906,3650.3424496887937,988.748119570832,-1.0907855493922356,0.1465762788218038,73.3956928313753,30.216684760036102,0.8405725045897323,0.1135836033899295,1.605786914109331,0.5189963773605659,0.9022479677442002,40.34473935812549,2009-09,September,5.6771035,37.725887,208.11656,-3.7844996,23.542376,112.23148,412.0176,24.369991,410.8798,0.107,0.14720137,0.0034979861,39.38373,0.13330902,6.7834826e-12,4.323698,0.6751936,0.29344398,0.031362448,-0.03409843,8.075352
Scanner,40.5,3.5,Mediterranean Region,2016,6.0,151,Crustaceans,"[False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,574.6651198741748,399.4275903902866,-1.8224501045994317,0.309510520461451,434.5853300019747,291.329626263032,-0.4056840001476396,0.4106457725399175,2.518270518370215,0.8993835702855318,0.9719656523188848,329.8150872440132,2016-06,June,5.2947245,37.60311,237.35266,-7.0421042,14.357743,135.4269,1415.4854,20.6132,437.63846,0.055281250000000004,0.22782253,0.004238189,59.052765,0.08130091,2.393983e-12,4.5929947,0.77028507,0.21630041,0.0134145,-0.057313863,-16.775953
Scanner,40.5,4.5,Mediterranean Region,2015,7.0,130,Crustaceans,"[False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,574.6651198741748,385.29142663578097,-2.2163745066784397,0.050393332136942,27.983733982214595,22.388691623125094,-2.214714973303804,0.0668597913097838,1.3412552215315787,0.2749372381060362,0.9994833036385408,21.94093958201216,2015-07,July,5.5850487,37.54171,220.08008,-7.985958,16.660284,48.895016,788.1642,23.508791,300.1665,0.1085875,0.10540334,0.0015952184,59.53893,0.12867153,1.064614e-12,4.7154717,0.804568,0.1863427,0.009089307,-0.04528177,23.244972
Scanner,40.5,4.5,Mediterranean Region,2016,6.0,152,Crustaceans,"[False, False, False, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,1147.0832576583095,478.9350059083242,-0.9402361740612648,0.0467845607484482,727.1744746225255,343.9911690407889,1.0486254036124758,0.0465729036005913,2.55714835449164,0.0788209569699218,0.9901935619218606,360.7018373084766,2016-06,June,5.2670817,37.59469,238.9564,-6.1775746,14.8729725,136.91393,1461.8344,20.526009,397.91068,0.043681250000000005,0.22069184,0.0021754068,57.43265,0.09520625,2.4623463e-12,4.626748,0.7801837,0.20772056,0.0120958015,-0.041824903,14.691629
Scanner,40.5,4.5,Mediterranean Region,2019,6.0,198,Crustaceans,"[False, False, False, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,3650.3424496887937,525.0458128698334,-1.1212733440618263,0.066687776626413,1250.7705869228396,413.5705439969995,1.127339647944377,0.0638532179239232,2.926320181122714,0.1869211376100825,0.969146707602052,843.9567307355837,2019-06,June,5.2670817,37.59469,238.9564,-6.1775746,14.8729725,136.91393,1461.8344,20.526009,397.91068,0.05865,0.2119969,0.0013931285,58.563984,0.10891806,1.566803e-12,4.463549,0.72763145,0.25189206,0.020476481,-0.05138573,15.48667
Scanner,40.5,4.5,Mediterranean Region,2021,6.0,244,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,2895.6864471140507,543.5681654370305,-1.5041117602451457,0.0883469712672155,359.4754201333597,201.247670462876,0.3985230595310194,0.0692759183369487,2.360347137577607,0.2423915437805643,0.9764192565664952,229.2699506938395,2021-06,June,5.2670817,37.59469,238.9564,-6.1775746,14.8729725,136.91393,1461.8344,20.526009,397.91068,0.06701875,0.13010238,0.0015073848,60.588764,0.08613194,1.0092387e-11,,,,,-0.045953795,1.008804
Scanner,40.5,5.5,Mediterranean Region,2016,6.0,153,Crustaceans,"[False, False, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,910.6371395896388,433.6258621369449,-1.2561087573912215,0.0938514775000643,603.3877777337622,338.5061248142947,0.530150037142324,0.1022540649017244,2.545461659476797,0.1410756028792764,0.9835283957578078,351.1249250259549,2016-06,June,5.2401533,37.6348,237.86107,-6.2526736,15.195361,157.48114,1376.6696,20.47109,269.8054,0.03111875,0.19356836,0.0012057015,54.253876,0.089745134,2.9035606e-12,4.6534724,0.7851489,0.20283166,0.012019425,-0.03777072,11.927717
Scanner,40.5,6.5,Mediterranean Region,2015,7.0,131,Crustaceans,"[False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,724.1443226318906,415.7616299313105,-1.7952068573604896,0.3145749556592874,215.8875470927743,129.37134846624392,-0.6435612965744498,0.3779158432741041,2.236683923311653,0.5309652949921733,0.9421417195505812,172.45822954036225,2015-07,July,5.562956,37.696312,216.5957,-7.914592,16.677258,58.62638,984.4087,23.37501,237.45128,0.07204375,0.11927196,0.0013695187,61.7663,0.14411737,4.4399304e-13,4.6473956,0.7862797,0.202478,0.011242303,-0.0407989,-3.7486472
Scanner,40.5,6.5,Mediterranean Region,2019,6.0,199,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,2299.7825984209894,581.3022909387466,-1.3046735974812091,0.1771395697150249,343.51363625828475,164.0351495513093,0.6165896983483699,0.1300865029201435,2.318285107679612,0.4345322030975715,0.900409328727795,208.10624243885655,2019-06,June,5.238088,37.70549,234.7669,-5.9082217,14.920312,178.62471,1201.7114,20.511309,111.32842,0.04479375,0.16505133,0.0010793395,61.865253,0.10515624,2.8415304e-12,4.5768228,0.76496524,0.2207541,0.014280679,-0.03521162,6.3070683
Scanner,40.5,7.5,Mediterranean Region,2015,7.0,132,Crustaceans,"[False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,724.1443226318906,457.6325765497156,-0.8184369725360083,0.1220846600008308,10.7781252269322,4.7808979865077,-0.5928619222772242,0.1466668798803473,0.7202453490435037,0.6399222978294761,0.9573938450497071,5.251040271912029,2015-07,July,5.616502,37.8045,214.76472,-8.0,16.660576,46.723675,1211.2482,23.6143,57.58832,0.05975625000000001,0.10663409,0.0015000848,61.489582,0.1301757,3.2456988e-13,4.6653647,0.7912013,0.19815129,0.010647453,-0.038500298,-0.34403706
Scanner,40.5,7.5,Mediterranean Region,2016,6.0,154,Crustaceans,"[False, False, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,910.6371395896388,442.4410224192988,-1.195863127791377,0.1064208565415043,42.1519303954004,22.3333584443138,-0.5314252587068456,0.1159487891033429,1.3872277607693957,0.293532598797108,0.9767932432106646,24.390896356465436,2016-06,June,5.257841,37.81509,229.71487,-5.078828,14.10259,202.54877,965.03265,20.66839,0.0,0.043368750000000005,0.12530905,0.0012863587,59.22162,0.09946319,3.0630793e-12,4.8605905,0.8388004,0.15548113,0.005718507,-0.04157211,26.294167
Scanner,40.5,7.5,Mediterranean Region,2019,6.0,200,Crustaceans,"[False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,2299.7825984209894,461.9348652756753,-1.29991957134708,0.078439464794253,602.5217467733127,266.0487135591929,0.4912991193883598,0.0686242239818431,2.576901185945629,0.1970873669955261,0.975145572062966,377.4862925398445,2019-06,June,5.257841,37.81509,229.71487,-5.078828,14.10259,202.54877,965.03265,20.66839,0.0,0.0504,0.13501297,0.0011900929,62.795166,0.097859025,3.9571475e-12,4.489323,0.73735845,0.24414936,0.018492194,-0.04257146,10.564358
Scanner,40.5,7.5,Mediterranean Region,2021,6.0,245,Crustaceans,"[False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,1827.9770239256288,468.1266699501883,-1.3788099708370725,0.0800656321265225,295.6537091501988,120.0736794735011,0.1405632244769379,0.0707236355815161,2.3527377220018817,0.1934384681921131,0.9801694009454488,225.2878248844945,2021-06,June,5.257841,37.81509,229.71487,-5.078828,14.10259,202.54877,965.03265,20.66839,0.0,0.09583124999999999,0.09861711,0.0010104618,59.764347,0.094556935,1.29137395e-11,,,,,-0.047434285,20.001884
Scanner,41.5,3.5,Mediterranean Region,2015,7.0,133,Crustaceans,"[False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,724.1443226318906,425.008651280746,-1.3233769340780666,0.0974226711003108,226.11604115229,131.2965273322918,0.031420685790851,0.1170391038464179,2.154657945529366,0.1706979499041751,0.9892773774781644,142.77689910947402,2015-07,July,5.451319,37.859013,220.61365,-8.0,24.818901,56.12589,1236.0721,22.26399,573.6892,0.075775,0.17733844,0.0044238595,56.451344,0.11134397,3.6983116e-12,4.5140285,0.74280566,0.23889649,0.018297868,-0.029040549,4.8660703
Scanner,41.5,3.5,Mediterranean Region,2019,6.0,201,Crustaceans,"[False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,724.1443226318906,404.7531649839324,-2.4403596539563543,0.4042533598169869,1278.913401652694,766.6117920722463,-0.82688814855407,0.4856513419876119,3.088445730264363,0.4941516745616408,0.9479733653163422,1225.8737070891327,2019-06,June,5.1175437,37.78919,242.44566,-8.0,23.763529,146.9747,2334.9565,19.242891,397.07544,0.06351875,0.35972407,0.003305893,57.83958,0.113987915,9.783773e-12,4.143125,0.5943521,0.35025045,0.055397406,-0.033129025,1.0780393
Scanner,41.5,4.5,Mediterranean Region,2015,7.0,134,Crustaceans,"[False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,724.1443226318906,419.08590467627096,-1.2551419575785232,0.1048396080729751,93.25041620122528,59.8613322490053,-0.2826290118898525,0.1259494698501604,1.7311314685649566,0.22863459535986,0.9862381482495824,53.84327508957753,2015-07,July,5.4495335,37.76501,220.24988,-7.909732,19.477379,76.90605,836.5194,22.444609,709.4914,0.08133125000000001,0.13715105,0.0049902024,57.70167,0.11442361,2.4319774e-12,4.6501737,0.7869674,0.20185879,0.011173847,-0.033353977,-5.579465
Scanner,41.5,4.5,Mediterranean Region,2016,5.0,144,Crustaceans,"[False, False, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,910.6371395896388,479.69867031572073,-1.1039864485681614,0.295283936016246,5686.05125838111,2057.8127155130283,1.7521100019577411,0.3217209101244163,3.5233552923097973,0.3206717801018294,0.8233016821984125,3336.9929744305646,2016-05,May,4.7874894,37.632988,238.2291,4.332109,22.55374,118.726036,1881.7815,16.44081,325.9925,0.039381250000000007,0.5019097,0.0038384183,51.412304,0.08838611,2.9607202e-11,3.6263888,0.34228724,0.4778198,0.17989294,-0.05209719,-17.145
Scanner,41.5,4.5,Mediterranean Region,2019,6.0,202,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,1827.9770239256288,524.139499853302,-2.159261914745236,0.31002007443766,1524.8584549587456,871.5340796834179,0.3111541648122298,0.2244143354690496,3.127495428220587,0.491666570169094,0.9065594713326456,1341.2058165766266,2019-06,June,5.153618,37.735912,243.5094,-7.635497,18.648115,155.31448,1810.3749,19.696209,283.41132,0.07181875000000001,0.24776958,0.0035886925,59.524765,0.113856256,4.6613056e-12,4.0477433,0.55304766,0.3799889,0.06696342,-0.03844348,1.4401546
Scanner,41.5,5.5,Mediterranean Region,2021,6.0,246,Crustaceans,"[False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,1827.9770239256288,479.16463348391176,-1.5766283325218586,0.193537030332883,752.770876635834,283.6147612737575,0.3674915752722623,0.1709552780793883,2.8970475424101494,0.3797332916220552,0.917085485389574,788.9464792135249,2021-06,June,5.167923,37.797188,241.54172,-7.5857024,17.067709,191.36021,1556.9292,19.86241,150.96944,0.07574375,0.13485397,0.0015658855,61.91464,0.099563874,1.14954175e-11,,,,,-0.05058375,-1.9748744
Scanner,41.5,7.5,Mediterranean Region,2015,7.0,135,Crustaceans,"[False, False, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,910.6371395896388,478.9204876526304,-1.0578263764535234,0.2427741156099065,364.9085895325237,124.0267403107198,0.6116546676778267,0.2645098493416593,2.308840343945484,0.4023331698635845,0.8635469663393078,203.629335456553,2015-07,July,5.5027966,37.98119,216.29079,-6.6203756,18.335056,80.663574,1190.991,22.95639,273.77896,0.07186875000000001,0.11546117,0.0014917306,61.593536,0.11313611,2.0112812e-13,4.5503473,0.7573013,0.2274157,0.015283012,-0.027320685,-0.16620834
Scanner,41.5,7.5,Mediterranean Region,2019,6.0,203,Crustaceans,"[False, False, False, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,910.6371395896388,437.096511882707,-1.493700139771844,0.2058890988299873,306.77008213080563,148.8946067118496,-0.0688340225419901,0.2243224916123952,2.327671243623636,0.3384457557000357,0.9460754076779102,212.6528676596732,2019-06,June,5.2168484,37.979687,231.74576,-5.665009,16.344786,283.9323,1318.5562,20.09679,8.64858,0.06648125,0.18087347,0.0011393328,61.32539,0.0992875,1.5753592e-12,4.488368,0.73661554,0.24462695,0.018757485,-0.035859253,-2.7365775
Scanner,41.5,7.5,Mediterranean Region,2021,6.0,247,Crustaceans,"[False, False, False, False, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,910.6371395896388,496.86906224787367,-2.122066388380033,0.0870825235862861,146.59987595451457,107.5310851229018,-0.696012409554139,0.0798274007578447,2.071814454095134,0.1585145481750091,0.996643290004256,117.98164687946344,2021-06,June,5.2168484,37.979687,231.74576,-5.665009,16.344786,283.9323,1318.5562,20.09679,8.64858,0.09431874999999999,0.11204189,0.0010428578,60.215275,0.10223681,1.16123534e-11,,,,,-0.04937174,1.1661376
Scanner,41.5,8.5,Mediterranean Region,2016,5.0,145,Crustaceans,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True]",,,,,,,,,,,,,,2016-05,May,4.8465815,38.18509,231.45909,2.5662067,28.179579,95.24344,2579.057,16.34461,0.0,0.02421875,0.20615037,0.0026459284,55.161465,0.083984025,2.9303383e-11,4.268061,0.6534057,0.31040952,0.03618474,-0.040661644,-0.51875407
Scanner,41.5,8.5,Mediterranean Region,2019,6.0,204,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,1827.9770239256288,539.7141192605026,-2.0973630055006,0.2592401913209657,844.9075350433353,459.1701682481618,0.2603222829846787,0.1876562844121963,2.995928341888581,0.4291888783415434,0.9290326723502929,990.6684721994004,2019-06,June,5.2311263,38.15189,225.93102,-2.8766174,19.599646,341.94775,1746.1166,19.9661,0.0,0.05384791666666667,0.15820198,0.0035218126,62.917263,0.09653612,2.686617e-12,4.3780365,0.6932884,0.27798054,0.028731098,-0.037612967,-3.3607671
Scanner,42.5,3.5,Mediterranean Region,2015,7.0,136,Crustaceans,"[False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",,,,,,,,,,,,,,2015-07,July,,,,,,,,,,0.06431666666666666,0.62679565,0.0051312344,58.06817,0.106049754,2.7419777e-12,4.3117366,0.67084366,0.29705113,0.032105252,-0.030315945,-6.116975
Scanner,42.5,3.5,Mediterranean Region,2016,6.0,155,Crustaceans,"[False, False, False, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",362.1298109794332,910.6371395896388,459.8169557253842,-1.237077369345247,0.2090027794947756,3316.7354447537923,1430.2333993496331,1.340102179261712,0.2277149422510151,3.3248796800143348,0.2405212702123761,0.9211231846618552,2112.9035851302338,2016-06,June,,,,,,,,,,0.04391250000000001,1.3603859,0.004436939,58.849144,0.071188495,4.6129914e-12,4.1836834,0.6162503,0.33689624,0.046853468,-0.017402163,-11.844004
Scanner,42.5,3.5,Mediterranean Region,2019,6.0,205,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,1450.068963877236,520.5830914696053,-2.261350639698167,0.205167408734936,1233.6865118082394,720.9862098167945,0.1824319044200976,0.1692484311158284,3.1319282457975905,0.2986107567934843,0.9759005166137776,1354.9655262395547,2019-06,June,,,,,,,,,,0.06308333333333334,1.9748595,0.004939284,55.848015,0.10728663,2.2111491e-11,3.9232008,0.49218008,0.41677737,0.09104254,-0.013659146,2.3734996
Scanner,42.5,3.5,Mediterranean Region,2021,6.0,248,Crustaceans,"[False, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]",455.9298191608002,2299.7825984209894,536.7477039158242,-1.713844462530495,0.0801913850396383,607.9820669290552,366.32112220127686,0.4481281676378194,0.0588903815274676,2.6835081583315588,0.1699409422910497,0.9870342957432656,482.5120440852202,2021-06,June,,,,,,,,,,0.07728750000000001,2.1999404,0.005273378,54.90865,0.0808725,3.739698e-11,,,,,-0.009144124,-4.7622013
